"V1" "V2" "V3" "V4" "V5" "V6"
2.37647705803286 -0.941249339282466 2.09746977897954 1.7022116626705 -1.23162284487582 2.3524689685274
2.63986381973322 -1.03599421987788 1.9866162722643 1.90534898763408 -1.05187767743665 2.7466148113629
2.94190670731882 -0.0326772985718197 2.34679787511817 1.1723793182562 -1.88499390841376 2.34287309565407
2.92400431360835 0.648802555633831 1.76682311334477 0.991696153364576 -1.59066652445054 1.95951681317189
2.54103720252795 -0.79674069912719 2.10563157481889 1.51742322783892 -1.08834350471346 2.13153387250346
2.53610960919869 -0.630048815054852 2.62355552635833 1.71612707811641 -1.14114390874617 2.40978204441075
1.71145871673651 1.07413765161415 1.65737049679123 1.89739729546779 -1.75527082378085 2.11333123611189
2.24940248172087 -0.229626949275867 2.36916141529332 1.36125722667428 -2.80517382528726 2.38220371210939
2.32849117321163 -0.810426280843713 2.07178468768443 2.13380533080434 -1.21544316703983 2.32081437417135
2.38325088421562 -0.887838672479252 2.48993648513247 1.63310683492941 -1.74744884033265 2.84548146023639
5.32901404633559 0.117445714275541 2.95321593389879 0.370567416877726 -1.19539627115602 1.98304242474541
4.68109865628899 1.23966808884206 1.62386233386854 0.960654452459796 -0.799095801294136 1.92004817114987
3.35753464396213 0.859264406338211 2.22861992460977 2.00986342407074 -0.786149345527226 3.004344769127
3.54305419450811 0.731482740234792 2.55358711247468 1.66906414437419 -1.10116444865907 2.47528012237405
3.1274262578648 0.491519839131046 3.10522817737664 1.50741353307255 -1.48857617860744 2.56456516816281
2.81185362124015 -0.074432463875842 2.68875010678892 1.84652028795416 -1.34464718581896 3.07719688786279
3.9387623130163 0.354155623741884 2.7535612118624 2.64331819444482 -1.63397405353803 2.97754794843287
3.06665578296106 -0.323737838815622 2.66914078951005 2.02229223224081 -0.987341659031329 2.80691662762236
2.96963993955247 -0.314395364979588 3.09527023729797 2.22945388760042 -1.70879842643581 3.05601042263921
3.16192611380421 0.236709909466343 3.1606372313265 2.22141895641988 -1.57623100036685 3.26362139042761
3.25634706703029 -2.22044604925031e-16 3.247165781349 1.72671215945777 -2.30723873363294 3.22972361525729
2.93674532103614 0.106701718145363 2.3358362546298 2.73773537588445 -1.56117189074335 3.34588266906044
3.41413338534262 0.65705027635895 2.66569659864338 2.97792781123174 -1.08321994251472 3.10849603573646
3.65205518553848 0.519686060969788 2.99164629909817 2.69991856204593 -1.21475207126069 2.94130353608389
4.14218425727276 -0.329242393540545 2.06496541461017 2.73607256081298 -0.977930120428944 2.71813135758316
3.90426245707689 1.12222237456652 1.85335166336727 2.68235311466258 -1.29855068431869 2.92009015381969
3.25634706703029 0.748148249711012 3.21182666946082 1.95809067598459 -2.05013582145852 3.49870060574598
3.41413338534262 0.0910979733520614 3.34162035042054 2.88499129252564 -2.03434415392703 3.47062961104982
4.25836405901046 -0.396318833348205 2.50043243665361 3.97994277876623 -0.930267666296174 3.0227404852722
