"V1" "V2" "V3" "V4" "V5" "V6"
4.39439152881117 -0.474854329654827 2.25860753525995 3.28398747079406 -0.783016829787027 2.76268095534139
3.75370386896282 -2.47619399506788 0.650198702259983 5.00737594445692 -0.400578417609674 4.81299719686401
3.11874999218734 -2.20452893758148 0.786402907792231 4.73585281102633 -0.178559771235103 3.95976166494513
2.8606389485221 -0.0462662420371014 2.38450471603809 2.15888711214107 -1.64928599172043 3.10606314758147
2.42898174980986 -0.39165308781598 2.26385402607806 3.44802752268746 -1.91792275198879 3.2437947903603
3.89329934164053 -0.581964092102489 3.09442042636577 1.88697706825419 -0.631508165960278 2.64553256291697
3.70084051282044 0.491519839131046 2.52269215369558 1.68027910613946 -1.0704686819343 2.51973979946953
4.10768440133335 0.342654911379362 2.28193719420189 1.84710188863133 -1.82205322613146 3.06123700845758
4.29320395187933 0.533275004435068 1.70804842628984 2.13681477438876 -1.7543138724261 2.77470048797375
4.55217784712349 1.71801834277488 1.35133309043101 0.667149366476876 -1.33625772565084 2.39494074383193
4.31989039372021 -0.282976151503444 1.98261965046655 1.66500184478973 -0.932531526748144 3.58294243456652
3.71638194680435 0.151486113581035 2.03369736764598 1.57529520722375 -1.4241490859762 2.84107997958802
3.41413338534262 -0.239962901103746 2.08431599115891 2.46913964214261 -1.43583555755145 2.78371474548589
2.96963993955247 0.12569343500066 2.53226446957103 1.09828902883232 -2.06331905592521 3.4393086976711
3.87539694793006 -0.357408615379287 1.45084321741641 1.45031245743582 2.62640087407933 2.2104090704082
3.74647613876457 0.282976151503445 2.39204605364557 1.2257552924829 0.225722747347069 2.38950602295919
4.9443117030195 1.86417085467367 0.459245342925175 1.65913044621225 -0.0405046621321861 1.8517653754944
2.81500332257797 -0.0199185011136218 2.49384879845748 1.51823454999619 -1.61469547665252 2.99551096867707
3.16192611380421 0.802662212473232 2.65981059880357 1.27403728638866 -1.4617860910506 2.81766795898953
4.96780578376681 -0.239962901103746 1.50932013396497 1.26077405689252 -0.630251730454766 2.38144643623893
3.41413338534262 0.0910979733520613 2.49743009835399 1.49008943788722 -1.52714734057969 3.00204614765242
4.14218425727276 0.05451396276222 1.8969781985478 2.68682153674005 0.198881992771595 2.01607836846187
6.12931769921699 1.43927359467109 -0.412951706469009 2.30197207355392 2.01447848006211 1.08385701387498
5.02933211847655 0.212646720058382 1.30193871011334 2.25431280738492 0.1544368170953 1.68465360382951
4.63823057509572 -1.2310869681062 2.00905571904329 2.01823722127439 -0.856110444071602 2.176670750267
4.86341136786379 0.733177221192935 1.0011706264263 2.02035455259028 1.0531234791494 1.49904946288039
4.32699705435542 0.326916186161467 1.4914803653551 1.74648372722748 0.405657794708883 2.050720453724
5.10970139331351 0.00917450498344374 1.81093749788517 1.57443759700027 0.158946577172883 2.32108744031181
3.63592277217944 -0.412158764604828 2.55424233909591 2.50572574369001 0.327045487783386 2.31901708252599
4.19096958455471 -0.357408615379287 2.52444701833614 1.79741020867471 -0.462086504783858 2.7887200007034
4.06204877538922 0.614037025959251 2.1517759200781 1.86140706729036 -1.12207860387601 2.72160539367335
4.23257610112934 0.97603439457672 0.39816956954912 1.74880961712417 0.296539663031606 2.37620851876031
3.93640921007541 0.374285051385883 0.988372766469526 2.88293115972894 0.299101824988298 2.03085067472416
4.37447171067604 0.0064292398098571 1.10783236514655 2.54378732472061 0.33721509256962 3.31404078875487
5.60590409879191 1.16350675570482 -0.703387027260961 1.02803335040372 1.21287637064115 3.09209004490575
3.25634706703029 -0.182195946704123 1.90751871711455 1.4472351751569 -0.563754492567115 2.53995175388424
4.00545003400873 -0.0807620215241827 1.61877133984342 1.68590803476829 -0.952811623447703 2.23126578098481
4.12019989232447 -1.33942639500902 1.68538250598993 1.97539584450693 -1.0092575937808 2.81225694587166
2.29853864343383 -0.370795004491385 2.04166067782612 1.54312509801465 -1.12938819946602 3.14763200876013
3.71457117300766 -0.697811963671128 1.55113196808939 2.722431005355 -0.744316774929549 2.73868789213162
3.56095658821858 -0.390085913951106 2.08938298618136 1.37938249314708 -1.38553550842903 2.7884322229751
3.54305419450811 0.0166655094762194 2.23309559774483 1.86368475739755 -0.120018509076137 2.67207499880174
3.42687439277041 -0.176274433358081 2.55620400119049 1.74536137313749 -1.25745705611725 2.69471926928023
4.29813154520859 -0.113342681844761 2.21457479831012 1.68975384733434 -0.809290646786489 2.60126691664977
5.39640852079133 -1.05336910970715 1.49622495294056 1.29588619156399 -1.98969455305308 2.78652891093729
4.75559979137995 -0.779567463187155 1.35880183623918 1.7813934414574 -0.379295353883197 2.40987690474395
5.30504202925297 -0.434666338215678 1.33343081127462 2.1130932820198 -0.183243327872355 2.78462746125149
4.07478978281701 -0.550348558213587 2.02273528807459 2.31513498948287 -1.4158180978123 3.12788204428208
2.951737545842 -0.390085913951106 1.93879141989556 2.63896870495799 -1.54404776534613 3.8481155469103
3.7779082815141 -0.378943943518931 1.82428887320975 2.735002509145 -0.951333207643358 3.33837533334937
1.77249074399433 -1.07092437243887 2.56032344595919 2.94755246225339 -0.176329262739847 2.57149723984153
3.16784335989289 -0.0510976391400573 2.77203586336502 2.30970060567715 -0.686723429524923 2.66790434509477
3.54305419450811 1.14857011549 2.2726260520385 1.51403260682657 -1.78367222621787 2.84151125536589
3.25634706703029 0.291223872228563 2.0643573807055 2.01088805991643 -1.41698935177801 3.13180657480754
2.95409850556856 0.0603881402289734 1.30690494872671 3.47753989370245 -0.52484378513275 2.78277342248854
4.19373712930557 0.157446048487545 1.70529390800493 1.86305932537028 -0.97494303980019 2.19243400369457
4.6966400902729 0.42621454435936 1.86333735334197 2.0124281117363 -0.462239184113338 1.96604060269534
3.5177976960892 0.347856585907445 1.91151644521294 2.5577069936019 -0.353937495746426 2.39075485795915
3.36534805806066 0.354155623741884 2.25314026734634 2.29383673292593 -0.798010040364476 3.16867459890881
4.19096958455471 1.85370511480131 1.93664919756928 2.37740237154818 -0.616858106500912 1.57264548421786
3.65205518553848 0.519686060969787 2.99997353060093 0.969881455856305 -1.33012200573336 2.79437057880201
3.33963225025166 0.700063526758649 2.97622917086904 1.37472154430171 -1.43849307846981 3.08412189995952
3.41413338534262 1.40519852606996 2.79447460747683 1.32239044190433 -1.69079307851236 2.98256929714537
2.99139878806409 1.23217708434928 3.04465748650441 1.98105946110635 -1.92395432308039 3.0004813838262
3.62633937772948 1.10048539253763 2.52599983637042 1.95959765349157 -0.878161129149146 2.6672525958733
4.06204877538922 0.848928454510333 2.26673128299384 1.5389127823287 -1.17408199855015 2.64424499842278
3.74647613876457 0.465172098207567 2.78001018866901 1.91263183588633 -0.572591276228935 2.79059876673152
3.97165693153264 0.666224781342394 2.1726402699841 2.1331038136594 -0.881521651961621 2.47940351614269
3.54305419450811 0.913678686938915 2.72793941503465 1.58028828739395 -0.993188177999323 2.72645911188982
3.48152785979837 0.618140058390031 3.02930350448744 1.4714469188054 -1.27066892511223 2.96435301520546
3.33724740218601 -0.124528266217522 2.37738573596229 0.846693404677612 -1.89503582792707 2.56852228420694
