"y" "LM_yfitOOB" "LM_ResOOB" "LM_yfitPred" "LM_ResPred" "LM_MSE" "LM_Rsq100" "LPerm"
-0.233359574355584 -0.225248224647154 -0.00811134970843028 -0.232130935685523 -0.00122863867006179 0.00203782541412827 0.565543593233047 1
-0.233359574355584 -0.220217492075375 -0.0131420822802095 -0.231663807672029 -0.00169576668355503 0.00308547276574485 0.548336706395903 1
-0.172029857047941 -0.17915659734619 0.00712674029824936 -0.173617274564254 0.00158741751631328 0.0030940489509558 0.515163316262362 1
-0.0493704224326532 -0.135287278660929 0.0859168562282757 -0.0482327561765962 -0.00113766625605703 0.00345287078366778 0.444041386721545 1
-0.233359574355584 -0.212881488822748 -0.0204780855328364 -0.230314553891261 -0.00304502046432328 0.00356598242034705 0.443157330017321 1
-0.233359574355584 -0.213619071597186 -0.0197405027583981 -0.229758497787672 -0.00360107656791253 0.00333832724877004 0.467266602596906 1
0.0426241535288124 -0.120066480920954 0.162690634449767 0.00264331081595945 0.039980842712853 0.00246256787995972 0.438506426443571 1
-0.202694715701763 -0.17217359857288 -0.0305211171288821 -0.197577772954396 -0.00511694274736685 0.00334350648883974 0.476073383517877 1
-0.233359574355584 -0.152924447563133 -0.0804351267924514 -0.224375792931971 -0.00898378142361353 0.00333535351258411 0.477350952823673 1
-0.233359574355584 -0.227275277003636 -0.00608429735194876 -0.232610329642477 -0.000749244713107028 0.00419348291823031 0.358572426049439 1
-0.141364998394119 -0.137304743961252 -0.00406025443286717 -0.139055934537486 -0.00230906385663293 0.00362150523844598 0.43872204672598 1
0.0426241535288124 -0.146475808169756 0.189099961698568 0.0248140036226729 0.0178101499061396 0.00334053086383341 0.271061315258498 1
-0.141364998394119 -0.189163238391028 0.0477982399969096 -0.14975592588376 0.00839092748964093 0.00282952009227891 0.417972339144577 1
-0.172029857047941 -0.170265410815876 -0.0017644462320652 -0.168758938791534 -0.00327091825640705 0.00272294328158591 0.439895015006942 1
-0.202694715701763 -0.183039393106292 -0.0196553225954706 -0.200810871218464 -0.0018838444832989 0.00263505066214081 0.466940220520469 1
-0.233359574355584 -0.227192530559649 -0.00616704379593527 -0.2327145901619 -0.000644984193684028 0.00305133717241307 0.372344928107434 1
-0.202694715701763 -0.226971062136038 0.0242763464342756 -0.202642585442052 -5.21302597105144e-05 0.0027239089331949 0.321410062703061 1
-0.233359574355584 -0.220263124305515 -0.0130964500500699 -0.231406222859337 -0.00195335149624712 0.00248961265091029 0.357160358842712 1
-0.233359574355584 -0.231702014428351 -0.00165755992723363 -0.233020216586484 -0.000339357769100934 0.000492376987918802 0.564224559653985 1
-0.233359574355584 -0.223786155068538 -0.00957341928704689 -0.232151378924625 -0.00120819543095924 0.000496438899989997 0.539418602152762 1
-0.233359574355584 -0.218328551759032 -0.0150310225965528 -0.230839945136197 -0.00251962921938767 0.00242913830866118 0.38226079880816 1
-0.233359574355584 -0.14979783452392 -0.0835617398316646 -0.232331279428728 -0.0010282949268568 3.788814742965 -0.0443826727336227 1
-0.202694715701763 -0.208949373379566 0.00625465767780334 -0.203137311828334 0.000442596126571299 0.000898980888002283 0.308931653178601 1
-0.202694715701763 -0.212624288980143 0.00992957327838043 -0.203492002026763 0.000797286325000535 0.00273675256940598 0.296048989402411 1
-0.233359574355584 -0.205020134149677 -0.028339440205907 -0.230740795426549 -0.00261877892903503 0.000820582555308885 0.23868766049389 1
-0.110700139740297 -0.219487376393141 0.108787236652844 -0.118827349445514 0.00812720970521692 0.00277317081257722 0.277704538684593 1
-0.202694715701763 -0.216615588043021 0.0139208723412588 -0.203275303692276 0.00058058799051347 0.00290021192814961 0.228177978566472 1
-0.233359574355584 -0.210149448581399 -0.0232101257741858 -0.230626313287575 -0.00273326106800945 0.00303129624872651 0.193293022641732 1
-0.233359574355584 -0.21751606405111 -0.0158435103044746 -0.230792925686261 -0.00256664866932355 0.00273972241809727 0.286416451925416 1
-0.233359574355584 -0.224435314208895 -0.00892426014668915 -0.232464160482894 -0.000895413872690209 0.00262682009080362 0.315822804468251 1
-0.233359574355584 -0.233359574355584 2.77555756156289e-17 -0.232063472996484 -0.00129610135910016 0.0584276323870107 0.0858247936675939 1
-0.233359574355584 -0.231000739074521 -0.00235883528106318 -0.23295173173549 -0.00040784262009444 0.0578843556294018 0.0943250549599386 1
-0.233359574355584 -0.211638632809127 -0.0217209415464572 -0.231974544906388 -0.00138502944919625 0.0585559763368705 0.0809305663108317 1
-0.233359574355584 -0.230411030254255 -0.00294854410132897 -0.232948665249625 -0.000410909105959867 0.0593000789460583 0.0692514516172513 1
-0.233359574355584 -0.188860282343573 -0.0444992920120116 -0.226728809752674 -0.00663076460291034 0.0629763882070955 0.0115496817557156 1
