"y" "LM_yfitOOB" "LM_ResOOB" "LM_yfitPred" "LM_ResPred" "LM_MSE" "LM_Rsq100" "LPerm"
-0.141364998394119 -0.165506058687275 0.0241410602931559 -0.140540113696331 -0.000824884697787964 0.0643894381385616 -0.0106289425543933 1
-0.110700139740297 -0.176676047753065 0.0659759080127683 -0.121818195326217 0.0111180555859199 0.0716015472022695 -0.123827106218396 1
-0.0800352810864751 0.053736043170036 -0.133771324256511 -0.066021440681678 -0.014013840404797 0.0780079408506229 -0.22288100293433 1
0.993234771797291 -0.135477345532585 1.12871211732988 0.848518104352309 0.144716667444982 0.0728110474343094 -0.147429536761468 1
-0.172029857047941 -0.0728449004366134 -0.0991849566113273 -0.16507813359112 -0.00695172345682091 0.086972545816083 -0.370600636486507 1
-0.202694715701763 -0.188159572699851 -0.0145351430019116 -0.201669487260771 -0.0010252284409917 0.0767650459403412 0.132772024135403 1
-0.233359574355584 -0.202234742821955 -0.0311248315336292 -0.231614743898183 -0.00174483045740115 0.0614954991717981 0.0297556423160501 1
-0.202694715701763 -0.215964568226363 0.0132698525246004 -0.204217737014903 0.00152302131314089 0.0655809121498455 -0.0353090149900255 1
-0.202694715701763 0.0303582100672837 -0.233052925769046 -0.154153266614718 -0.0485414490870449 0.0659068845506828 -0.0404550575527411 1
-0.172029857047941 -0.178063909879822 0.00603405283188113 -0.172571602884159 0.000541745836218077 0.069281993369551 -0.0937370335454282 1
1.4225427929508 0.924238839826191 0.498303953124606 1.56613406008319 -0.143591267132397 0.3201980310245 0.527199545588647 1
-0.233359574355584 -0.214034324891457 -0.0193252494641273 -0.230332952806454 -0.00302662154913091 0.315791708372899 0.53370586714626 1
-0.202694715701763 -0.231965717144047 0.0292710014422845 -0.205286918419967 0.00259220271820412 0.385734610089444 0.43374800021771 1
-0.202694715701763 -0.101309026777564 -0.101385688924199 -0.189575267007703 -0.0131194486940593 0.307040488009836 0.546089733992301 1
-0.233359574355584 -0.213948325688502 -0.0194112486670829 -0.231038244555491 -0.00232132980009297 0.333191799958954 0.507429200848235 1
-0.202694715701763 0.236715672774919 -0.439410388476682 -0.144198431333732 -0.058496284368031 0.415560133868766 0.385660789789639 1
3.41575860544922 0.603416274176873 2.81234233127235 3.25658959012067 0.159169015328551 2.74862526938482 0.31155031117947 1
-0.110700139740297 0.129612459005506 -0.240312598745803 -0.0619859452828351 -0.0487141944574619 2.71320173085081 0.317085190396294 1
-0.233359574355584 -0.0454320925467212 -0.187927481808863 -0.187979672195749 -0.0453799021598355 3.03842925245918 0.235225191387882 1
0.533261891989962 0.415763128709098 0.117498763280864 0.608171030871473 -0.0749091388815103 2.94301615251175 0.258549881286855 1
-0.0493704224326532 0.122210819090537 -0.17158124152319 -0.0355364825319592 -0.0138339399006941 3.02804345892216 0.237128488007022 1
-0.172029857047941 -0.07480831654321 -0.0972215405047307 -0.15128099152081 -0.020748865527131 3.31007029964748 0.159964121054468 1
-0.172029857047941 -0.147078621630472 -0.0249512354174688 -0.171801914931948 -0.000227942115992863 3.16532602000796 0.202542143271048 1
-0.233359574355584 -0.203696434417787 -0.029663139937797 -0.221291930313352 -0.0120676440422329 2.86946628221006 0.282772145917828 1
-0.172029857047941 -0.103033925076841 -0.0689959319710993 -0.164951385508684 -0.00707847153925681 3.13941671791323 0.211890128459591 1
0.625256467951428 0.981167002592368 -0.35591053464094 0.592999080971518 0.0322573869799097 2.98293442411852 0.249566059446745 1
0.410602457374675 0.0730818171917301 0.337520640182945 0.371020257824321 0.0395821995503538 3.73156810885175 0.0534911081595796 1
-0.0187055637788313 0.0931514774470416 -0.111857041225873 0.000103238357467871 -0.0188088021362992 3.77205213190186 0.0432223721546 1
8.93543316313716 0.226941857508749 8.70849130562841 8.29490866206194 0.640524501075214 3.94162999046132 -0.108263151026742 1
-0.202694715701763 0.342260709054857 -0.54495542475662 -0.17595087030781 -0.0267438453939527 3.68636580906137 0.0761131508452916 1
-0.141364998394119 -0.190230018526737 0.048865020132618 -0.146241733082032 0.00487673468791294 3.33023573237646 0.172388941269639 1
-0.233359574355584 0.122330565116681 -0.355690139472266 -0.162947948076634 -0.0704116262789506 3.41522409602114 0.148885325912856 1
-0.233359574355584 -0.172029857047941 -0.0613297173076437 -0.207811658449131 -0.0255479159064531 3.93111896602007 -0.100597886572041 1
-0.202694715701763 0.133264364899734 -0.335959080601497 -0.171661878744095 -0.0310328369576672 3.74415464337315 -0.0490578932102641 1
-0.202694715701763 -0.219464560278071 0.0167698445763088 -0.20379047331766 0.00109575761589764 3.73199167705273 0.0800086072092534 1
-0.233359574355584 -0.201599542178412 -0.0317600321771727 -0.229340433548025 -0.00401914080755969 0.364093579443986 0.487441785429991 1
-0.233359574355584 -0.224773413932514 -0.00858616042307006 -0.232787163660715 -0.000572410694869963 0.372404854496203 0.474641933167561 1
-0.202694715701763 -0.189704740855352 -0.0129899748464106 -0.202793865411411 9.91497096483607e-05 0.0739700386675005 0.164347703796121 1
-0.233359574355584 -0.209181512724687 -0.0241780616308979 -0.231033133745716 -0.00232644060986859 0.0159424614313239 0.00915350839552187 1
-0.202694715701763 -0.212130056826015 0.00943534112425276 -0.20298705402093 0.000292338319167557 0.0158310877333277 0.0341476229057461 1
-0.202694715701763 -0.196887965871571 -0.00580674983019186 -0.201430301363271 -0.0012644143384915 0.0160739634198677 0.0193298123336221 1
-0.233359574355584 -0.221246955187325 -0.0121126191682598 -0.231656652538344 -0.00170292181724094 0.0164766896894842 -0.0240495322763585 1
-0.233359574355584 -0.20428692951648 -0.0290726448391044 -0.228041265703058 -0.00531830865252655 0.0154350585860493 0.0468542645560099 1
-0.233359574355584 -0.222243563093574 -0.0111160112620106 -0.230810302439498 -0.00254927191608645 0.0156296333897445 0.0348388813079976 1
-0.233359574355584 -0.0432374507018888 -0.190122123653696 -0.228227299178891 -0.00513227517669337 0.0201225710177357 0.00677904540584107 1
-0.172029857047941 -0.167552787684483 -0.00447706936345796 -0.174569929506433 0.00254007245849219 0.0187182624966917 0.0760936796335815 1
-0.141364998394119 -0.018440558827502 -0.122924439566617 -0.131191420454735 -0.0101735779393834 0.0301547631274574 0.0829384587500054 1
-0.202694715701763 -0.174585261935759 -0.0281094537660034 -0.200446981562438 -0.00224773413932416 0.0199585907855822 -0.00241328618884529 1
0.349272740067031 -0.081895615844807 0.431168355911838 0.290460607654867 0.0588121324121644 3.5129254552106 0.0183482250195124 1
-0.141364998394119 -0.0957510211465588 -0.04561397724756 -0.138745197303127 -0.00261980109099175 3.61053568774118 -0.0130746292852812 1
-0.0493704224326532 0.179593855515884 -0.228964277948537 -0.0299319685319957 -0.0194384539006575 3.56389805998267 0.0941784740553956 1
-0.0493704224326532 0.0322376691460663 -0.0816080915787195 -0.0518910738139972 0.002520651381344 3.55431071678259 0.00678352887148737 1
-0.202694715701763 -0.0933574585683021 -0.10933725713346 -0.197596171869588 -0.00509854383217462 3.88712272859335 -0.0934390473843025 1
0.195948446797922 1.47694285347442 -1.28099440667649 0.299000770789958 -0.103052323992036 3.80764309773269 -0.0715745525068641 1
-0.202694715701763 -0.187703007026561 -0.0149917086752017 -0.201055167925739 -0.00163954777602324 0.00277395687619142 0.387239158721991 1
-0.202694715701763 -0.18462649996554 -0.0180682157362225 -0.201967958551668 -0.000726757150094459 0.002709657596039 0.382167151981553 1
-0.110700139740297 -0.141966270132429 0.0312661303921321 -0.115206851800453 0.00450671206015568 0.00262529852047229 0.411868726713616 1
-0.172029857047941 -0.149542294035138 -0.0224875630128027 -0.171410426903134 -0.000619430144806643 0.00274894843341016 0.392763467542082 1
-0.141364998394119 -0.104141267194896 -0.0372237311992227 -0.140944889830561 -0.000420108563557342 0.00290307289469857 0.400551176801401 1
-0.141364998394119 -0.152404347509495 0.0110393491153759 -0.141543876736266 0.000178878342147221 0.013722358990409 0.161660260791815 1
-0.202694715701763 -0.178700808755088 -0.0239939069466746 -0.201098098727855 -0.00159661697390795 0.00294154542219218 0.399519739458938 1
-0.172029857047941 -0.112651539836449 -0.0593783172114915 -0.167105080748137 -0.00492477629980323 0.0154482510653925 0.153481578088246 1
-0.172029857047941 -0.174284626066604 0.00225476901866334 -0.172091186765249 6.13297173082394e-05 0.0138971825763021 0.214477919594591 1
-0.202694715701763 -0.184806881487033 -0.0178878342147294 -0.202342069827245 -0.000352645874517804 0.0204345356289167 -0.0319036378694524 1
-0.172029857047941 0.0661338784967426 -0.238163735544683 -0.162626989222724 -0.00940286782521646 3.88009276644801 -0.0768890484131683 1
